연도,날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고
2018,,<b>18:30</b>,"<span>넥센</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">11</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180406&gameId=20180406WOHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180406&gameId=20180406WOHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T<br />G-CMB,KBC-R,광주,-
2018,04.07(토),<b>17:00</b>,"<span>NC</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">6</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180407&gameId=20180407NCOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180407&gameId=20180407NCOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R,잠실,-
2018,,<b>17:00</b>,"<span>삼성</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">4</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180407&gameId=20180407SSSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180407&gameId=20180407SSSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R,문학,-
2018,,<b>17:00</b>,"<span>LG</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">7</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180407&gameId=20180407LGLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180407&gameId=20180407LGLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />PM-R,사직,-
2018,,<b>17:00</b>,"<span>한화</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">10</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180407&gameId=20180407HHKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180407&gameId=20180407HHKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,수원,-
2018,,<b>17:00</b>,"<span>넥센</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">5</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180407&gameId=20180407WOHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180407&gameId=20180407WOHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T<br />G-CMB,KBC-R,광주,-
2018,04.08(일),<b>14:00</b>,"<span>NC</span><em><span class=""lose"">10</span><span>vs</span><span class=""win"">11</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180408&gameId=20180408NCOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180408&gameId=20180408NCOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R,잠실,-
2018,,<b>14:00</b>,"<span>삼성</span><em><span class=""win"">12</span><span>vs</span><span class=""lose"">4</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180408&gameId=20180408SSSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180408&gameId=20180408SSSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R,문학,-
2018,,<b>14:00</b>,"<span>LG</span><em><span class=""win"">4</span><span>vs</span><span class=""lose"">2</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180408&gameId=20180408LGLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180408&gameId=20180408LGLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />PM-R,사직,-
2018,,<b>14:00</b>,"<span>한화</span><em><span class=""win"">12</span><span>vs</span><span class=""lose"">8</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180408&gameId=20180408HHKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180408&gameId=20180408HHKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,수원,-
2018,,<b>14:00</b>,"<span>넥센</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">4</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180408&gameId=20180408WOHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180408&gameId=20180408WOHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T<br />G-CMB,KBC-R,광주,-
2018,04.10(화),<b>18:30</b>,"<span>KT</span><em><span class=""win"">5</span><span>vs</span><span class=""lose"">4</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180410&gameId=20180410KTNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180410&gameId=20180410KTNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>SK</span><em><span class=""win"">4</span><span>vs</span><span class=""lose"">1</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180410&gameId=20180410SKLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180410&gameId=20180410SKLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2018,,<b>18:30</b>,"<span>두산</span><em><span class=""win"">8</span><span>vs</span><span class=""lose"">1</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180410&gameId=20180410OBSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180410&gameId=20180410OBSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,T-R<br />DM-R,대구,-
2018,,<b>18:30</b>,"<span>KIA</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">4</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180410&gameId=20180410HTHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180410&gameId=20180410HTHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,TJ-R<br />TM-R<br />DK-R,대전,-
2018,,<b>18:30</b>,"<span>넥센</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">4</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180410&gameId=20180410WOLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180410&gameId=20180410WOLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,KNN-R<br />PM-R,울산,-
2018,04.11(수),<b>18:30</b>,"<span>KT</span><em><span class=""win"">12</span><span>vs</span><span class=""lose"">4</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180411&gameId=20180411KTNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180411&gameId=20180411KTNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>SK</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">3</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180411&gameId=20180411SKLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180411&gameId=20180411SKLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2018,,<b>18:30</b>,"<span>두산</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">6</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180411&gameId=20180411OBSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180411&gameId=20180411OBSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,T-R,대구,-
2018,,<b>18:30</b>,"<span>KIA</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">6</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180411&gameId=20180411HTHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180411&gameId=20180411HTHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,TJ-R<br />TM-R<br />DK-R,대전,-
2018,,<b>18:30</b>,"<span>넥센</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">12</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180411&gameId=20180411WOLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180411&gameId=20180411WOLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,KNN-R<br />PM-R,울산,-
2018,04.12(목),<b>18:30</b>,"<span>KT</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">2</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180412&gameId=20180412KTNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180412&gameId=20180412KTNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>SK</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">5</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180412&gameId=20180412SKLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180412&gameId=20180412SKLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2018,,<b>18:30</b>,"<span>두산</span><em><span class=""win"">9</span><span>vs</span><span class=""lose"">3</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180412&gameId=20180412OBSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180412&gameId=20180412OBSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,T-R<br />DM-R,대구,-
2018,,<b>18:30</b>,"<span>KIA</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">15</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180412&gameId=20180412HTHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180412&gameId=20180412HTHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,TJ-R<br />TM-R<br />DK-R,대전,-
2018,,<b>18:30</b>,"<span>넥센</span><em><span class=""win"">5</span><span>vs</span><span class=""lose"">3</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180412&gameId=20180412WOLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180412&gameId=20180412WOLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,KNN-R<br />PM-R,울산,-
2018,04.13(금),<b>18:30</b>,"<span>KT</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">3</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180413&gameId=20180413KTLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180413&gameId=20180413KTLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2018,,<b>18:30</b>,"<span>NC</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">4</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180413&gameId=20180413NCSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180413&gameId=20180413NCSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R,문학,-
2018,,<b>18:30</b>,"<span>롯데</span><em><span class=""win"">8</span><span>vs</span><span class=""lose"">4</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180413&gameId=20180413LTHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180413&gameId=20180413LTHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T<br />G-CMB,KNN-R<br />PM-R<br />KBC-R,광주,-
2018,,<b>18:30</b>,"<span>두산</span><em><span class=""win"">12</span><span>vs</span><span class=""lose"">0</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180413&gameId=20180413OBWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180413&gameId=20180413OBWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,고척,-
2018,,<b>18:30</b>,"<span>삼성</span><em><span class=""win"">4</span><span>vs</span><span class=""lose"">2</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180413&gameId=20180413SSHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180413&gameId=20180413SSHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,T-R<br />TJ-R<br />TM-R,대전,-
2018,04.14(토),<b>17:00</b>,"<span>KT</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">8</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180414&gameId=20180414KTLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180414&gameId=20180414KTLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2018,,<b>17:00</b>,"<span>NC</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">7</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180414&gameId=20180414NCSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180414&gameId=20180414NCSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R,문학,-
2018,,<b>17:00</b>,<span>롯데</span><em><span>vs</span></em><span>KIA</span>,,,MS-T<br />G-CMB,KNN-R<br />PM-R<br />KBC-R,광주,우천취소
2018,,<b>17:00</b>,"<span>두산</span><em><span class=""lose"">6</span><span>vs</span><span class=""win"">7</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180414&gameId=20180414OBWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180414&gameId=20180414OBWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,고척,-
2018,,<b>17:00</b>,"<span>삼성</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">14</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180414&gameId=20180414SSHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180414&gameId=20180414SSHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,T-R<br />TJ-R<br />TM-R,대전,-
2018,04.15(일),<b>14:00</b>,"<span>KT</span><em><span class=""lose"">8</span><span>vs</span><span class=""win"">11</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180415&gameId=20180415KTLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180415&gameId=20180415KTLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2018,,<b>14:00</b>,"<span>NC</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">3</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180415&gameId=20180415NCSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180415&gameId=20180415NCSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R,문학,-
2018,,<b>14:00</b>,<span>롯데</span><em><span>vs</span></em><span>KIA</span>,,,MS-T<br />G-CMB,KNN-R<br />PM-R<br />KBC-R,광주,미세먼지취소
2018,,<b>14:00</b>,"<span>두산</span><em><span class=""win"">3</span><span>vs</span><span class=""lose"">2</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180415&gameId=20180415OBWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180415&gameId=20180415OBWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,고척,-
2018,,<b>14:00</b>,"<span>삼성</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">7</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180415&gameId=20180415SSHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180415&gameId=20180415SSHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,T-R,대전,-
2018,04.17(화),<b>18:30</b>,"<span>한화</span><em><span class=""win"">5</span><span>vs</span><span class=""lose"">2</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180417&gameId=20180417HHOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180417&gameId=20180417HHOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,잠실,-
2018,,<b>18:30</b>,"<span>삼성</span><em><span class=""win"">11</span><span>vs</span><span class=""lose"">6</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180417&gameId=20180417SSLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180417&gameId=20180417SSLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R<br />KNN-R<br />PM-R,사직,-
